data_temp.dat
3
X
Y
Var
800.0 2400.0 0.29 
2000.0 2400.0 0.29 
53.0 1491.0 0.23058220560244364 
2071.0 2649.0 0.2441277664752251 
1884.0 1776.0 0.17739513521844008 
2173.0 500.0 0.10787843319768463 
1635.0 1121.0 0.17641572810300976 
1421.0 1967.0 0.06697930416006259 
929.0 104.0 0.44568691233499075 
1375.0 771.0 0.32697913290431335 
819.0 670.0 0.37967125954227265 
2653.0 1871.0 0.033897628197602225 
2014.0 1307.0 0.2065384722390251 
1879.0 1693.0 0.15047984971696624 
1924.0 601.0 0.12431145083402652 
2381.0 135.0 0.1728554927986012 
577.0 266.0 0.20857600711940932 
1227.0 1941.0 0.2006224281463162 
487.0 1556.0 0.15527408941229529 
2325.0 894.0 0.23948907023322216 
96.0 2091.0 0.24899450913424437 
2067.0 387.0 0.12332756531489532 
2799.0 102.0 0.1714658773574148 
609.0 747.0 -0.0013916804842672437 
548.0 2777.0 0.10194135318759032 
2611.0 2668.0 0.15505839510006858 
408.0 143.0 0.3234012679918849 
